Date and Time,LW,SM,T,RH,DP,Class
09-04-2021 12:00,Dry,34.3,38.3,22.1,12.9,Healthy
09-04-2021 12:30,Dry,33.7,38.3,22.5,13.2,Healthy
09-04-2021 13:00,Dry,33.7,38.4,24,14.3,Healthy
01-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
29-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
30-04-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
29-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
30-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
31-05-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
29-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
30-06-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
29-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
30-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
31-07-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
29-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
30-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
31-08-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
29-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
30-09-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
29-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
30-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
31-10-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
29-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
30-11-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
29-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
30-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
31-12-2021 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
29-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
30-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
31-01-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-02-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
21-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
22-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
23-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
24-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
25-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
26-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
27-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
28-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
29-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
30-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
31-03-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
01-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
02-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
03-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
04-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
05-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
06-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
07-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
08-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
09-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
10-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
11-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
12-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
13-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
14-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
15-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
16-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
17-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
18-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
19-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
20-04-2022 12:30,Dry,41.4,34.9,15.1,4.5,Diseased
